Longitud de onda (nm),Intensidad
-255.63,0.4166666666666667
-254.1646603,0.4722222222222222
-252.7000412,0.4513888888888889
-251.2361427,0.4722222222222222
-249.77296479999998,0.4444444444444444
-248.3105075,0.3958333333333333
-246.84877079999998,0.4375
-245.3877547,0.4166666666666667
-243.9274592,0.375
-242.4678843,0.3402777777777778
-241.00903,0.4166666666666667
-239.5508963,0.3611111111111111
-238.09348319999998,0.2986111111111111
-236.6367907,0.3263888888888889
-235.1808188,0.375
-233.72556749999998,0.5208333333333334
-232.2710368,0.3680555555555556
-230.8172267,0.4791666666666667
-229.3641372,0.3680555555555556
-227.9117683,0.3125
-226.46012,0.4375
-225.0091923,0.5486111111111112
-223.5589852,0.5416666666666666
-222.1094987,0.4444444444444444
-220.6607328,0.3333333333333333
-219.2126875,0.4166666666666667
-217.7653628,0.6041666666666666
-216.3187587,0.6388888888888888
-214.8728752,0.6319444444444444
-213.4277123,0.5555555555555556
-211.98327,0.4791666666666667
-210.53954829999998,0.4652777777777778
-209.0965472,0.4444444444444444
-207.6542667,0.4791666666666667
-206.2127068,0.4375
-204.77186749999998,0.375
-203.33174879999999,0.3611111111111111
-201.8923507,0.4791666666666667
-200.4536732,0.4722222222222222
-199.0157163,0.4513888888888889
-197.57847999999998,0.3958333333333333
-196.14196429999998,0.4305555555555556
-194.7061692,0.5277777777777778
-193.2710947,0.5
-191.83674079999997,0.4097222222222222
-190.40310749999998,0.3263888888888889
-188.9701948,0.3125
-187.5380027,0.3194444444444444
-186.1065312,0.3194444444444444
-184.67578029999999,0.3472222222222222
-183.24575,0.3402777777777778
-181.8164403,0.3680555555555556
-180.3878512,0.2777777777777778
-178.95998269999998,0.3194444444444444
-177.5328348,0.4236111111111111
-176.1064075,0.4305555555555556
-174.6807008,0.3194444444444444
-173.2557147,0.3055555555555556
-171.8314492,0.3402777777777778
-170.40790429999998,0.25
-168.98507999999998,0.1597222222222222
-167.5629763,0.2638888888888889
-166.1415932,0.4791666666666667
-164.7209307,0.3611111111111111
-163.3009888,0.25
-161.8817675,0.3194444444444444
-160.46326679999999,0.3888888888888889
-159.0454867,0.2638888888888889
-157.6284272,0.20833333333333334
-156.2120883,0.125
-154.79647,0.2152777777777778
-153.3815723,0.2777777777777778
-151.9673952,0.20833333333333334
-150.5539387,0.22916666666666666
-149.1412028,0.19444444444444445
-147.7291875,0.22916666666666666
-146.31789279999998,0.20833333333333334
-144.9073187,0.2708333333333333
-143.4974652,0.3680555555555556
-142.0883323,0.3819444444444444
-140.67991999999998,0.3402777777777778
-139.2722283,0.4583333333333333
-137.8652572,0.4375
-136.4590067,0.4236111111111111
-135.0534768,0.3194444444444444
-133.6486675,0.3680555555555556
-132.2445788,0.4305555555555556
-130.84121069999998,0.4027777777777778
-129.43856319999998,0.4097222222222222
-128.0366363,0.3888888888888889
-126.63542999999999,0.3402777777777778
-125.2349443,0.4652777777777778
-123.8351792,0.5138888888888888
-122.4361347,0.5763888888888888
-121.03781079999999,0.4722222222222222
-119.6402075,0.4583333333333333
-118.24332479999998,0.3958333333333333
-116.84716269999998,0.4305555555555556
-115.45172120000001,0.4375
-114.0570003,0.3611111111111111
-112.66300000000001,0.4166666666666667
-111.26972030000002,0.4444444444444444
-109.87716120000002,0.4444444444444444
-108.48532270000001,0.4097222222222222
-107.0942048,0.3541666666666667
-105.70380749999998,0.4097222222222222
-104.31413079999999,0.3541666666666667
-102.92517469999999,0.4236111111111111
-101.53693919999998,0.4930555555555556
-100.14942429999999,0.5347222222222222
-98.76263,0.4166666666666667
-97.3765563,0.4097222222222222
-95.9912032,0.4791666666666667
-94.60657069999999,0.5138888888888888
-93.2226588,0.5625
-91.83946750000001,0.4652777777777778
-90.45699680000001,0.3611111111111111
-89.07524670000001,0.4027777777777778
-87.6942172,0.4166666666666667
-86.31390830000001,0.4166666666666667
-84.93431999999999,0.3611111111111111
-83.55545229999998,0.4027777777777778
-82.17730519999998,0.375
-80.7998787,0.3472222222222222
-79.42317279999997,0.3611111111111111
-78.04718749999998,0.4791666666666667
-76.6719228,0.4097222222222222
-75.2973787,0.375
-73.92355519999998,0.4027777777777778
-72.55045229999999,0.4513888888888889
-71.17806999999999,0.4444444444444444
-69.80640829999999,0.4166666666666667
-68.4354672,0.3541666666666667
-67.06524670000002,0.3472222222222222
-65.6957468,0.3958333333333333
-64.3269675,0.3402777777777778
-62.95890880000002,0.3125
-61.59157069999998,0.3055555555555556
-60.22495319999999,0.3472222222222222
-58.85905629999999,0.3958333333333333
-57.49387999999999,0.4861111111111111
-56.12942429999998,0.5277777777777778
-54.7656892,0.6180555555555556
-53.402674700000006,0.5625
-52.04038079999998,0.4583333333333333
-50.678807500000005,0.3680555555555556
-49.317954799999995,0.4722222222222222
-47.95782270000001,0.4236111111111111
-46.598411200000015,0.4305555555555556
-45.239720300000016,0.5763888888888888
-43.88175000000001,0.5277777777777778
-42.5245003,0.375
-41.16797119999998,0.4444444444444444
-39.81216269999999,0.4791666666666667
-38.45707479999999,0.5694444444444444
-37.10270749999998,0.5625
-35.749060799999995,0.4513888888888889
-34.396134699999976,0.5069444444444444
-33.04392919999998,0.5416666666666666
-31.692444300000005,0.6944444444444444
-30.341679999999997,0.5833333333333334
-28.991636299999982,0.5486111111111112
-27.64231319999999,0.5694444444444444
-26.29371069999999,0.6597222222222222
-24.945828800000015,0.7083333333333334
-23.598667500000005,0.7361111111111112
-22.252226800000017,0.75
-20.906506699999994,0.6041666666666666
-19.561507199999994,0.7083333333333334
-18.217228299999988,0.7430555555555556
-16.873669999999976,0.9097222222222222
-15.530832299999986,0.8125
-14.18871519999999,0.7430555555555556
-12.847318699999988,0.6388888888888888
-11.50664279999998,0.8194444444444444
-10.166687499999995,0.9930555555555556
-8.827452799999975,0.9930555555555556
-7.488938700000006,1.0
-6.151145199999974,0.9583333333333334
-4.814072299999992,0.9513888888888888
-3.4777199999999766,1.0
-2.1420883000000117,0.9513888888888888
-0.8071771999999839,1.0
0.5270133000000214,1.0833333333333333
1.8604832000000329,1.1319444444444444
3.193232499999965,1.6597222222222223
4.525261200000045,4.020833333333333
5.85656929999999,11.32638888888889
7.187156800000025,19.958333333333332
8.517023699999982,27.6875
9.84617000000003,25.95138888888889
11.174595699999998,18.770833333333332
12.5023008,11.944444444444445
13.829285300000038,4.631944444444445
15.155549199999996,1.1111111111111112
16.481092500000045,1.2777777777777777
17.805915200000015,1.1041666666666667
19.13001730000002,1.0416666666666667
20.453398800000002,1.0416666666666667
21.77605970000002,0.9930555555555556
23.098000000000013,1.0
24.419219700000042,0.9861111111111112
25.73971879999999,1.0069444444444444
27.059497300000032,0.9652777777777778
28.378555199999994,0.9444444444444444
29.69689249999999,0.9166666666666666
31.014509199999964,0.8680555555555556
32.33140530000003,0.8888888888888888
33.64758079999996,0.9236111111111112
34.96303569999998,0.9236111111111112
36.27777000000003,0.875
37.59178370000001,0.9027777777777778
38.90507680000002,0.7916666666666666
40.217649300000005,0.8541666666666666
41.52950120000003,0.8333333333333334
42.84063249999997,0.7361111111111112
44.151043200000004,0.7638888888888888
45.460733300000015,0.7291666666666666
46.769702800000005,0.7916666666666666
48.07795169999997,0.8402777777777778
49.38548000000003,0.6111111111111112
50.69228770000001,0.7361111111111112
51.99837480000002,0.7222222222222222
53.303741299999956,0.6736111111111112
54.60838719999998,0.625
55.91231250000004,0.6736111111111112
57.21551720000002,0.7083333333333334
58.51800130000004,0.625
59.81976479999997,0.6875
61.1208077,0.7361111111111112
62.421130000000005,0.7569444444444444
63.720731700000044,0.7569444444444444
65.0196128,0.7083333333333334
66.3177733,0.6527777777777778
67.61521319999997,0.625
