Longitud de onda (nm),Intensidad
-398.0146563877,1.0486111111111112
-396.1197410397,1.0763888888888888
-394.2262152143,1.0902777777777777
-392.3340789115,1.1041666666666667
-390.4433321313,1.0763888888888888
-388.5539748737,1.0972222222222223
-386.66600713869997,1.1319444444444444
-384.7794289263,1.1180555555555556
-382.89424023649997,1.0555555555555556
-381.0104410693,1.0763888888888888
-379.1280314247,1.1319444444444444
-377.2470113027,1.1111111111111112
-375.3673807033,1.0972222222222223
-373.4891396265,1.0902777777777777
-371.6122880723,1.0625
-369.73682604069995,1.0763888888888888
-367.8627535317,1.125
-365.9900705453,1.0694444444444444
-364.11877708149996,1.0208333333333333
-362.24887314029996,1.0208333333333333
-360.38035872169996,1.0625
-358.51323382569996,1.0694444444444444
-356.6474984523,1.1597222222222223
-354.7831526015,1.1180555555555556
-352.92019627329995,1.1527777777777777
-351.0586294677,1.0833333333333333
-349.1984521847,1.0972222222222223
-347.3396644243,1.1527777777777777
-345.48226618649994,1.1388888888888888
-343.6262574713,1.1180555555555556
-341.7716382787,1.1319444444444444
-339.91840860869996,1.0763888888888888
-338.0665684613,1.0972222222222223
-336.21611783649996,1.1180555555555556
-334.3670567343,1.0833333333333333
-332.5193851547,1.0625
-330.6731030977,1.0902777777777777
-328.8282105633,1.0902777777777777
-326.9847075515,1.0486111111111112
-325.14259406229996,1.0486111111111112
-323.3018700957,1.0972222222222223
-321.46253565169997,1.1111111111111112
-319.6245907303,1.0763888888888888
-317.78803533149994,1.0763888888888888
-315.95286945529995,1.1180555555555556
-314.11909310169995,1.0555555555555556
-312.2867062707,1.0902777777777777
-310.4557089623,1.0625
-308.62610117649996,1.0208333333333333
-306.7978829133,1.0694444444444444
-304.97105417269995,1.0902777777777777
-303.14561495469997,1.0694444444444444
-301.3215652593,1.0694444444444444
-299.4989050865,1.1319444444444444
-297.67763443629997,1.0694444444444444
-295.8577533087,1.0833333333333333
-294.0392617037,1.0625
-292.22215962129997,1.0625
-290.4064470615,1.0486111111111112
-288.5921240243,1.0833333333333333
-286.7791905097,1.1111111111111112
-284.96764651769996,1.1180555555555556
-283.15749204829996,1.0902777777777777
-281.3487271015,1.0833333333333333
-279.5413516773,1.0625
-277.73536577569996,1.1111111111111112
-275.9307693967,1.0486111111111112
-274.1275625403,1.0555555555555556
-272.32574520649996,1.0763888888888888
-270.52531739529996,1.0555555555555556
-268.72627910669996,1.0416666666666667
-266.9286303407,1.0763888888888888
-265.13237109729994,1.0625
-263.3375013765,1.0208333333333333
-261.5440211783,1.1111111111111112
-259.7519305027,1.1041666666666667
-257.9612293497,1.0694444444444444
-256.1719177192999,1.0694444444444444
-254.38399561149998,1.0833333333333333
-252.59746302629998,1.125
-250.81231996369996,1.0763888888888888
-249.0285664237,1.0694444444444444
-247.24620240629997,1.0833333333333333
-245.46522791149997,1.0694444444444444
-243.68564293929998,1.1041666666666667
-241.9074474897,1.0416666666666667
-240.13064156269996,1.0347222222222223
-238.3552251583,1.0625
-236.58119827649998,1.1111111111111112
-234.80856091729999,1.125
-233.03731308069996,1.0902777777777777
-231.26745476669998,1.0902777777777777
-229.49898597529997,1.0694444444444444
-227.73190670649996,1.0694444444444444
-225.9662169603,1.0416666666666667
-224.20191673669999,1.0347222222222223
-222.43900603569998,1.0625
-220.6774848573,1.0486111111111112
-218.9173532015,1.0
-217.15861106829996,1.0555555555555556
-215.40125845769995,1.0625
-213.6452953697,1.0416666666666667
-211.89072180429997,1.0069444444444444
-210.13753776149997,1.0069444444444444
-208.3857432413,1.0555555555555556
-206.63533824369998,1.0486111111111112
-204.88632276869996,1.0208333333333333
-203.13869681629998,0.9861111111111112
-201.39246038649998,1.0416666666666667
-199.64761347929996,1.0138888888888888
-197.9041560947,0.9930555555555556
-196.16208823269997,1.0
-194.42140989329997,1.0208333333333333
-192.68212107649995,1.1041666666666667
-190.9442217823,1.0347222222222223
-189.20771201069996,1.0694444444444444
-187.47259176169996,1.0555555555555556
-185.73886103529998,1.0347222222222223
-184.0065198315,1.0
-182.27556815029996,1.0416666666666667
-180.54600599169999,1.0763888888888888
-178.81783335569997,1.0902777777777777
-177.09105024229999,1.0
-175.36565665149996,1.0208333333333333
-173.6416525833,1.0625
-171.91903803769998,1.0625
-170.19781301469996,1.0555555555555556
-168.4779775143,1.0347222222222223
-166.7595315365,1.0625
-165.04247508129998,1.0486111111111112
-163.3268081487,1.0347222222222223
-161.61253073869997,1.0
-159.89964285129997,1.0486111111111112
-158.1881444865,1.0763888888888888
-156.47803564429998,1.0555555555555556
-154.7693163247,1.0138888888888888
-153.0619865277,1.0277777777777777
-151.35604625329995,1.0416666666666667
-149.65149550149997,1.0416666666666667
-147.9483342723,1.0416666666666667
-146.24656256569995,1.0763888888888888
-144.54618038169997,1.0555555555555556
-142.84718772029998,1.0347222222222223
-141.14958458149994,1.0069444444444444
-139.4533709653,1.0
-137.7585468717,1.0208333333333333
-136.06511230069998,1.0
-134.37306725229996,1.0486111111111112
-132.6824117265,1.0833333333333333
-130.99314572329996,1.0416666666666667
-129.30526924269998,1.0
-127.61878228469999,1.0277777777777777
-125.9336848493,1.0347222222222223
-124.24997693649999,1.0
-122.56765854629992,0.9791666666666666
-120.88672967869996,1.0208333333333333
-119.2071903337,1.0208333333333333
-117.52904051129997,1.0625
-115.85228021149999,1.0972222222222223
-114.1769094343,1.125
-112.50292817969995,1.1111111111111112
-110.83033644769995,1.0763888888888888
-109.1591342383,1.0972222222222223
-107.48932155149998,1.2430555555555556
-105.82089838729996,1.2569444444444444
-104.15386474569999,1.2847222222222223
-102.48822062669996,1.1944444444444444
-100.82396603029997,1.25
-99.16110095649998,1.5625
-97.49962540529998,1.7361111111111112
-95.83953937669997,1.8125
-94.18084287070002,1.9791666666666667
-92.52353588729994,2.4375
-90.86761842649997,3.25
-89.2130904883,4.430555555555555
-87.55995207269996,4.993055555555555
-85.90820317969997,5.541666666666667
-84.25784380929997,5.569444444444445
-82.60887396149997,4.972222222222222
-80.96129363630001,3.7222222222222223
-79.31510283369994,2.7222222222222223
-77.67030155369997,1.8472222222222223
-76.0268897963,1.6041666666666667
-74.38486756149996,1.5416666666666667
-72.74423484929997,1.5763888888888888
-71.10499165969998,1.5694444444444444
-69.46713799269997,1.6180555555555556
-67.83067384829997,1.5416666666666667
-66.19559922650001,1.5069444444444444
-64.56191412729999,1.5833333333333333
-62.92961855070001,1.5416666666666667
-61.29871249669998,1.4861111111111112
-59.66919596529999,1.4166666666666667
-58.0410689565,1.25
-56.4143314703,1.1666666666666667
-54.78898350669999,1.25
-53.16502506569998,1.2083333333333333
-51.542456147300015,1.2569444444444444
-49.92127675149999,1.1666666666666667
-48.30148687830001,1.0763888888888888
-46.68308652769997,1.0694444444444444
-45.06607569969998,1.125
-43.45045439429998,1.0972222222222223
-41.83622261149998,1.0902777777777777
-40.223380351299966,1.0763888888888888
-38.611927613700004,1.0277777777777777
-37.00186439869998,1.0277777777777777
-35.393190706300004,1.0138888888888888
-33.78590653650002,1.0763888888888888
-32.180011889299976,1.0694444444444444
-30.57550676469998,1.0416666666666667
-28.972391162699978,1.0555555555555556
-27.37066508329997,1.0416666666666667
-25.77032852650001,1.0555555555555556
-24.171381492299986,1.0347222222222223
-22.573823980699956,1.0
-20.977655991699976,1.0138888888888888
-19.38287752529999,1.0486111111111112
-17.78948858149994,1.0625
-16.197489160299995,1.0069444444444444
-14.606879261699987,1.0347222222222223
-13.017658885699973,1.0277777777777777
-11.429828032300009,1.0138888888888888
-9.843386701499924,1.0416666666666667
-8.258334893299946,1.0833333333333333
-6.674672607700018,1.0486111111111112
-5.092399844699969,1.0347222222222223
-3.5115166042999704,1.0625
-1.9320228865000217,1.0555555555555556
-0.35391869129995257,1.0069444444444444
1.2227959813000098,1.0208333333333333
2.798121131299979,1.0416666666666667
4.372056758700012,1.0416666666666667
5.944602863499995,1.0416666666666667
7.5157594456999846,0.9791666666666666
9.085526505300038,1.0208333333333333
10.653904042299985,1.0486111111111112
12.220892056699995,1.0416666666666667
13.786490548500012,1.0763888888888888
15.350699517700036,1.0277777777777777
16.91351896430001,1.0555555555555556
18.474948888300048,1.0138888888888888
20.034989289700036,1.0486111111111112
21.593640168499974,1.0277777777777777
23.150901524700032,1.0555555555555556
24.706773358299984,1.0694444444444444
26.261255669300056,1.0833333333333333
27.81434845770002,1.0902777777777777
29.366051723499993,1.0694444444444444
30.91636546670003,1.0138888888888888
32.465289687300015,1.0416666666666667
34.01282438530001,1.0416666666666667
35.55896956070006,1.0486111111111112
37.10372521350001,1.0625
38.64709134369997,1.0486111111111112
40.189067951300046,1.0347222222222223
41.72965503630002,1.0277777777777777
43.26885259869999,1.0486111111111112
44.806660638500034,1.0694444444444444
46.343079155700025,1.0208333333333333
47.878108150299965,1.0069444444444444
49.41174762230003,1.0138888888888888
50.94399757169998,1.0694444444444444
52.4748579985,1.0555555555555556
54.004328902700024,1.1111111111111112
55.5324102843,1.0833333333333333
57.05910214329998,1.0486111111111112
58.58440447970003,1.0694444444444444
60.10831729350002,1.0625
61.630840584700024,1.0625
63.151974353300034,1.0416666666666667
64.67171859930005,1.0625
66.19007332269996,1.0486111111111112
67.70703852349999,1.0416666666666667
69.22261420170008,1.0347222222222223
70.73680035729996,1.0694444444444444
72.2495969903,1.0694444444444444
73.76100410070006,1.0486111111111112
75.27102168849996,1.0763888888888888
76.77964975370003,1.0555555555555556
78.28688829630005,1.0347222222222223
79.79273731629996,1.1111111111111112
81.2971968137,1.0902777777777777
82.80026678850004,1.0555555555555556
84.30194724069997,1.0416666666666667
85.80223817030003,1.0555555555555556
87.30113957730003,1.0486111111111112
88.79865146169999,1.0625
90.29477382350001,1.0625
91.78950666270003,1.0277777777777777
93.28284997929995,1.0902777777777777
94.7748037733,1.0833333333333333
96.26536804470004,1.0208333333333333
97.75454279349998,1.0555555555555556
99.24232801969998,1.0138888888888888
100.72872372330005,1.0138888888888888
102.21372990429995,1.0833333333333333
103.69734656269998,1.1041666666666667
105.17957369850006,1.0277777777777777
106.66041131169999,1.0208333333333333
108.13985940229998,1.0416666666666667
109.61791797030003,1.0208333333333333
111.09458701569997,1.0486111111111112
112.56986653849998,1.0208333333333333
114.04375653870005,1.0416666666666667
115.51625701630013,1.0416666666666667
116.98736797129999,1.0486111111111112
118.45708940370008,1.0277777777777777
119.92542131350007,1.0347222222222223
121.39236370069995,1.0625
122.85791656530006,1.0347222222222223
124.32207990730006,1.0347222222222223
125.78485372669996,1.0208333333333333
127.24623802349998,1.0694444444444444
128.7062327977,1.0625
130.16483804929993,1.0208333333333333
131.62205377830009,1.0138888888888888
133.07787998470002,1.0763888888888888
134.53231666849996,1.0625
135.98536382970002,1.0694444444444444
137.4370214683001,1.0486111111111112
138.88728958429994,1.0347222222222223
140.33616817770002,1.0486111111111112
141.7836572485,1.0555555555555556
143.22975679669997,1.0416666666666667
144.67446682229996,0.9791666666666666
146.11778732530007,1.0347222222222223
147.55971830569996,1.0486111111111112
149.00025976349997,1.0138888888888888
150.43941169869998,1.0347222222222223
151.8771741113,0.9513888888888888
153.31354700130004,1.0416666666666667
154.74853036870007,1.0416666666666667
156.1821242135,1.0763888888888888
157.61432853570005,1.0902777777777777
159.0451433353,1.0347222222222223
160.47456861229995,1.0277777777777777
161.90260436670002,1.0625
163.32925059849998,1.0555555555555556
164.75450730769995,1.0416666666666667
166.17837449430004,1.0208333333333333
167.60085215830003,1.0555555555555556
169.0219402996999,1.0347222222222223
170.44163891850002,1.0
171.85994801470002,1.0069444444444444
173.27686758829992,1.0347222222222223
174.69239763929994,1.0555555555555556
176.10653816770008,1.0277777777777777
177.5192891735,1.0277777777777777
178.93065065670004,1.0347222222222223
180.34062261730008,1.0208333333333333
181.74920505530002,1.0277777777777777
183.15639797069997,1.0347222222222223
184.56220136350004,1.0625
185.9666152337001,1.0694444444444444
187.36963958129996,1.0347222222222223
188.77127440630005,1.0277777777777777
190.17151970870003,1.0694444444444444
191.57037548850002,1.0486111111111112
192.9678417457,1.0138888888888888
194.36391848030001,1.0208333333333333
195.75860569230002,1.0625
197.15190338170004,1.0277777777777777
198.54381154850006,1.0277777777777777
199.93433019269997,1.0277777777777777
201.3234593143,1.0625
202.71119891330005,1.0694444444444444
204.0975489897,1.0763888888888888
205.48250954350004,1.0555555555555556
206.8660805747001,1.0416666666666667
208.24826208329995,1.0416666666666667
209.62905406930003,1.0416666666666667
211.0084565327001,1.0347222222222223
212.38646947349997,1.0763888888888888
213.76309289170007,1.0416666666666667
215.13832678730006,1.0347222222222223
216.51217116029994,1.0486111111111112
217.88462601069995,1.0208333333333333
219.25569133850007,1.0486111111111112
220.62536714369998,1.0555555555555556
221.9936534263,1.0277777777777777
223.36055018630003,1.0416666666666667
224.72605742369996,1.0347222222222223
226.0901751385,1.0208333333333333
227.45290333070005,1.0694444444444444
228.8142420003,1.0347222222222223
230.17419114729995,1.0208333333333333
231.53275077170002,1.0347222222222223
232.8899208735,1.0347222222222223
234.24570145269996,1.0138888888888888
235.60009250930005,1.0416666666666667
236.95309404329993,1.0208333333333333
238.30470605470003,1.0555555555555556
239.65492854350003,1.0486111111111112
241.00376150969993,1.0277777777777777
242.35120495330005,1.0208333333333333
243.69725887430008,1.0555555555555556
245.0419232727001,1.0555555555555556
246.38519814850002,1.0486111111111112
247.72708350170006,1.0208333333333333
249.0675793323,1.0138888888888888
250.40668564029994,1.0138888888888888
251.7444024257,1.0138888888888888
253.08072968850007,1.0416666666666667
254.41566742870003,1.0208333333333333
255.7492156463,1.0277777777777777
257.0813743413001,1.0416666666666667
258.41214351369996,1.0138888888888888
259.74152316350006,1.0625
261.06951329070006,1.0486111111111112
262.39611389529995,1.0277777777777777
263.72132497730007,1.0486111111111112
265.0451465367001,1.0486111111111112
266.3675785735,1.1041666666666667
267.6886210877,1.0555555555555556
269.00827407930007,1.0277777777777777
270.3265375483,1.0625
271.64341149470005,1.1111111111111112
272.9588959185,1.0972222222222223
